Sheet,Entity,Plural Display Name,Description,Schema Name,Logical Name,Object Type Code,Is Custom Entity,Ownership Type,Display Name,Attribute Type,Custom Attribute,Type,Required Level,Additional data
Event Cat (pt_eventcategory),,,Version Number,VersionNumber,versionnumber,,,,Version Number,BigInt,False,Simple,None,"Minimum value: -9223372036854775808_x000D_
Maximum value: 9223372036854775807"
Event Hist (pt_eventhistory),,,Unique identifier of the user who created the record.,CreatedBy,createdby,,,,Created By,Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
Event Hist (pt_eventhistory),,,N/A,CreatedByName,createdbyname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
Event Hist (pt_eventhistory),,,N/A,CreatedByYomiName,createdbyyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Event Hist (pt_eventhistory),,,Date and time when the record was created.,CreatedOn,createdon,,,,Created On,DateTime,False,Simple,None,Format: DateAndTime
Event Hist (pt_eventhistory),,,Unique identifier of the delegate user who created the record.,CreatedOnBehalfBy,createdonbehalfby,,,,Created By (Delegate),Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
Event Hist (pt_eventhistory),,,N/A,CreatedOnBehalfByName,createdonbehalfbyname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
Event Hist (pt_eventhistory),,,N/A,CreatedOnBehalfByYomiName,createdonbehalfbyyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Event Hist (pt_eventhistory),,,Sequence number of the import that created this record.,ImportSequenceNumber,importsequencenumber,,,,Import Sequence Number,Whole number,False,Simple,None,"Minimum value: -2147483648_x000D_
Maximum value: 2147483647"
Event Hist (pt_eventhistory),,,Unique identifier of the user who modified the record.,ModifiedBy,modifiedby,,,,Modified By,Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
Event Hist (pt_eventhistory),,,N/A,ModifiedByName,modifiedbyname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
Event Hist (pt_eventhistory),,,N/A,ModifiedByYomiName,modifiedbyyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Event Hist (pt_eventhistory),,,Date and time when the record was modified.,ModifiedOn,modifiedon,,,,Modified On,DateTime,False,Simple,None,Format: DateAndTime
Event Hist (pt_eventhistory),,,Unique identifier of the delegate user who modified the record.,ModifiedOnBehalfBy,modifiedonbehalfby,,,,Modified By (Delegate),Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
Event Hist (pt_eventhistory),,,N/A,ModifiedOnBehalfByName,modifiedonbehalfbyname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
Event Hist (pt_eventhistory),,,N/A,ModifiedOnBehalfByYomiName,modifiedonbehalfbyyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Event Hist (pt_eventhistory),,,Date and time that the record was migrated.,OverriddenCreatedOn,overriddencreatedon,,,,Record Created On,DateTime,False,Simple,None,Format: DateOnly
Event Hist (pt_eventhistory),,,Owner Id,OwnerId,ownerid,,,,Owner,Owner,False,Simple,SystemRequired,"Targets:_x000D_
systemuser_x000D_
team"
Event Hist (pt_eventhistory),,,Name of the owner,OwnerIdName,owneridname,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Event Hist (pt_eventhistory),,,Owner Id Type,OwnerIdType,owneridtype,,,,N/A,EntityName,False,Simple,SystemRequired,
Event Hist (pt_eventhistory),,,Yomi name of the owner,OwnerIdYomiName,owneridyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Event Hist (pt_eventhistory),,,Unique identifier for the business unit that owns the record,OwningBusinessUnit,owningbusinessunit,,,,Owning Business Unit,Lookup,False,Simple,None,"Targets:_x000D_
businessunit"
Event Hist (pt_eventhistory),,,N/A,OwningBusinessUnitName,owningbusinessunitname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 160"
Event Hist (pt_eventhistory),,,Unique identifier for the team that owns the record.,OwningTeam,owningteam,,,,Owning Team,Lookup,False,Simple,None,"Targets:_x000D_
team"
Event Hist (pt_eventhistory),,,Unique identifier for the user that owns the record.,OwningUser,owninguser,,,,Owning User,Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
Event Hist (pt_eventhistory),,,,pt_Assignable,pt_assignable,,,,Assignable,Choice,True,Simple,None,"Options:_x000D_
206300002: Pending_x000D_
206300000: Assigned_x000D_
206300001: Unassigned_x000D_
Default: N/A"
Event Hist (pt_eventhistory),,,N/A,pt_assignableName,pt_assignablename,,,,N/A,Virtual,True,Simple,None,
Event Hist (pt_eventhistory),,,,pt_Case,pt_case,,,,Case,Lookup,True,Simple,ApplicationRequired,"Targets:_x000D_
pt_fmcscase"
Event Hist (pt_eventhistory),,,N/A,pt_CaseName,pt_casename,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 20"
Event Hist (pt_eventhistory),,,,pt_CaseStatus,pt_casestatus,,,,Case Status,Choice,True,Simple,None,"Options:_x000D_
1: Active_x000D_
206300000: Open_x000D_
206300001: Awaiting Assignment_x000D_
206300002: Awaiting Acknowledgement_x000D_
206300003: Awaiting Approval_x000D_
206300004: Closed By Mediator_x000D_
206300005: Closed By Manager_x000D_
206300006: Pending_x000D_
206300007: Awaiting CS Review_x000D_
206300016: Awaiting OCMP Review_x000D_
206300008: Request_x000D_
206300009: Request By Manager_x000D_
206300011: Not Assigned_x000D_
206300010: Cancelled Notice_x000D_
206300012: Cancelled Case_x000D_
206300013: Cancelled Duplicate_x000D_
206300014: Cancelled Test_x000D_
206300015: Cancelled Referral_x000D_
Default: N/A"
Event Hist (pt_eventhistory),,,N/A,pt_casestatusName,pt_casestatusname,,,,N/A,Virtual,True,Simple,None,
Event Hist (pt_eventhistory),,,,pt_Comment,pt_comment,,,,Comments,Multiline Text,True,Simple,None,"Format: Text_x000D_
Max length: 2000"
Event Hist (pt_eventhistory),,,,pt_DateIn,pt_datein,,,,Date In,DateTime,True,Simple,None,Format: DateAndTime
Event Hist (pt_eventhistory),,,,pt_DateOut,pt_dateout,,,,Date Out,DateTime,True,Simple,None,Format: DateAndTime
Event Hist (pt_eventhistory),,,Unique identifier for entity instances,pt_eventhistoryId,pt_eventhistoryid,,,,Event History,Uniqueidentifier,False,Simple,SystemRequired,
Event Hist (pt_eventhistory),,,,pt_EventType,pt_eventtype,,,,Event Type,Choice,True,Simple,Recommended,"Options:_x000D_
206300000: Workflow_x000D_
206300001: Transfer_x000D_
206300002: Merger_x000D_
206300003: National Case_x000D_
Default: N/A"
Event Hist (pt_eventhistory),,,N/A,pt_eventtypeName,pt_eventtypename,,,,N/A,Virtual,True,Simple,None,
Event Hist (pt_eventhistory),,,Used to help with report grouping and efficiency,pt_FiscalYear,pt_fiscalyear,,,,Fiscal Year,Whole number,True,Simple,None,"Minimum value: 0_x000D_
Maximum value: 2147483647"
Event Hist (pt_eventhistory),,,This field is populated by a workflow based on the value entered into the other From fields.,pt_From,pt_from,,,,From,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Event Hist (pt_eventhistory),,,,pt_FromFieldOffice,pt_fromfieldoffice,,,,From Hub,Lookup,True,Simple,None,"Targets:_x000D_
pt_fieldoffice"
Event Hist (pt_eventhistory),,,N/A,pt_FromFieldOfficeName,pt_fromfieldofficename,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Event Hist (pt_eventhistory),,,,pt_FromMediator,pt_frommediator,,,,From Mediator,Lookup,True,Simple,None,"Targets:_x000D_
systemuser"
Event Hist (pt_eventhistory),,,N/A,pt_FromMediatorName,pt_frommediatorname,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 200"
Event Hist (pt_eventhistory),,,N/A,pt_FromMediatorYomiName,pt_frommediatoryominame,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 200"
Event Hist (pt_eventhistory),,,,pt_FromNationalCase,pt_fromnationalcase,,,,From National Case,Lookup,True,Simple,None,"Targets:_x000D_
pt_nationalcase"
Event Hist (pt_eventhistory),,,N/A,pt_FromNationalCaseName,pt_fromnationalcasename,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Event Hist (pt_eventhistory),,,,pt_FromRegion,pt_fromregion,,,,From Region,Lookup,True,Simple,None,"Targets:_x000D_
team"
Event Hist (pt_eventhistory),,,N/A,pt_FromRegionName,pt_fromregionname,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 160"
Event Hist (pt_eventhistory),,,N/A,pt_FromRegionYomiName,pt_fromregionyominame,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 160"
Event Hist (pt_eventhistory),,,,pt_FromStatus,pt_fromstatus,,,,From Status,Choice,True,Simple,None,"Options:_x000D_
1: Active_x000D_
206300000: Open_x000D_
206300001: Awaiting Assignment_x000D_
206300002: Awaiting Acknowledgement_x000D_
206300003: Awaiting Approval_x000D_
206300004: Closed By Mediator_x000D_
206300005: Closed By Manager_x000D_
206300006: Pending_x000D_
206300007: Awaiting CS Review_x000D_
206300016: Awaiting OCMP Review_x000D_
206300008: Request_x000D_
206300009: Request By Manager_x000D_
206300011: Not Assigned_x000D_
206300010: Cancelled Notice_x000D_
206300012: Cancelled Case_x000D_
206300013: Cancelled Duplicate_x000D_
206300014: Cancelled Test_x000D_
206300015: Cancelled Referral_x000D_
Default: N/A"
Event Hist (pt_eventhistory),,,N/A,pt_fromstatusName,pt_fromstatusname,,,,N/A,Virtual,True,Simple,None,
Event Hist (pt_eventhistory),,,The name of the custom entity.,pt_name,pt_name,,,,Name,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Event Hist (pt_eventhistory),,,,pt_Parent,pt_parent,,,,Parent,Lookup,True,Simple,None,"Targets:_x000D_
pt_fmcscase"
Event Hist (pt_eventhistory),,,N/A,pt_ParentName,pt_parentname,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 20"
Event Hist (pt_eventhistory),,,This field is populated by a workflow based on the value entered into the other To fields.,pt_To,pt_to,,,,To,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Event Hist (pt_eventhistory),,,,pt_ToFieldOffice,pt_tofieldoffice,,,,To Hub,Lookup,True,Simple,None,"Targets:_x000D_
pt_fieldoffice"
Event Hist (pt_eventhistory),,,N/A,pt_ToFieldOfficeName,pt_tofieldofficename,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Event Hist (pt_eventhistory),,,,pt_ToMediator,pt_tomediator,,,,To Mediator,Lookup,True,Simple,None,"Targets:_x000D_
systemuser"
Event Hist (pt_eventhistory),,,N/A,pt_ToMediatorName,pt_tomediatorname,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 200"
Event Hist (pt_eventhistory),,,N/A,pt_ToMediatorYomiName,pt_tomediatoryominame,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 200"
Event Hist (pt_eventhistory),,,,pt_ToNationalCase,pt_tonationalcase,,,,To National Case,Lookup,True,Simple,None,"Targets:_x000D_
pt_nationalcase"
Event Hist (pt_eventhistory),,,N/A,pt_ToNationalCaseName,pt_tonationalcasename,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Event Hist (pt_eventhistory),,,,pt_ToRegion,pt_toregion,,,,To Region,Lookup,True,Simple,None,"Targets:_x000D_
team"
Event Hist (pt_eventhistory),,,N/A,pt_ToRegionName,pt_toregionname,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 160"
Event Hist (pt_eventhistory),,,N/A,pt_ToRegionYomiName,pt_toregionyominame,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 160"
Event Hist (pt_eventhistory),,,,pt_ToStatus,pt_tostatus,,,,To Status,Choice,True,Simple,None,"Options:_x000D_
1: Active_x000D_
206300000: Open_x000D_
206300001: Awaiting Assignment_x000D_
206300002: Awaiting Acknowledgement_x000D_
206300003: Awaiting Approval_x000D_
206300004: Closed By Mediator_x000D_
206300005: Closed By Manager_x000D_
206300006: Pending_x000D_
206300007: Awaiting CS Review_x000D_
206300016: Awaiting OCMP Review_x000D_
206300008: Request_x000D_
206300009: Request By Manager_x000D_
206300011: Not Assigned_x000D_
206300010: Cancelled Notice_x000D_
206300012: Cancelled Case_x000D_
206300013: Cancelled Duplicate_x000D_
206300014: Cancelled Test_x000D_
206300015: Cancelled Referral_x000D_
Default: N/A"
Event Hist (pt_eventhistory),,,N/A,pt_tostatusName,pt_tostatusname,,,,N/A,Virtual,True,Simple,None,
Event Hist (pt_eventhistory),,,,pt_TransitionType,pt_transitiontype,,,,Transition Type,Choice,True,Simple,ApplicationRequired,"Options:_x000D_
206300000: Active_x000D_
206300001: Approve_x000D_
206300002: Acknowledged_x000D_
206300003: Assign_x000D_
206300004: Close Case_x000D_
206300005: Initial Save_x000D_
206300006: Do Not Approve_x000D_
206300007: Do Not Close_x000D_
206300008: Closed By Mediator_x000D_
206300009: Do Not Assign_x000D_
206300010: Un-Assign_x000D_
206300011: Cancel_x000D_
206300012: Re-Open_x000D_
206300013: Send To Field_x000D_
206300014: External Transfer_x000D_
206300015: Internal Transfer_x000D_
206300016: Field Request_x000D_
206300017: Assign Request_x000D_
206300018: Hub Change_x000D_
206300019: Region Transfer_x000D_
206300020: Transfer_x000D_
206300021: Addition_x000D_
206300022: Removal_x000D_
206300023: Consolidation_x000D_
206300024: Un-Consolidation_x000D_
Default: N/A"
Event Hist (pt_eventhistory),,,N/A,pt_transitiontypeName,pt_transitiontypename,,,,N/A,Virtual,True,Simple,None,
Event Hist (pt_eventhistory),,,,pt_User,pt_user,,,,User,Lookup,True,Simple,None,"Targets:_x000D_
systemuser"
Event Hist (pt_eventhistory),,,N/A,pt_UserName,pt_username,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 200"
Event Hist (pt_eventhistory),,,N/A,pt_UserYomiName,pt_useryominame,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 200"
Event Hist (pt_eventhistory),,,,pt_WorkflowStateGroup,pt_workflowstategroup,,,,Workflow State Group,Choice,True,Simple,None,"Options:_x000D_
206300003: Pending_x000D_
206300000: Ongoing_x000D_
206300001: Closed_x000D_
206300002: Cancelled_x000D_
206300004: Not Assigned_x000D_
Default: N/A"
Event Hist (pt_eventhistory),,,N/A,pt_workflowstategroupName,pt_workflowstategroupname,,,,N/A,Virtual,True,Simple,None,
Event Hist (pt_eventhistory),,,Status of the Event History,statecode,statecode,,,,Status,State,False,Simple,SystemRequired,"States:_x000D_
0: Active_x000D_
1: Inactive"
Event Hist (pt_eventhistory),,,N/A,statecodeName,statecodename,,,,N/A,Virtual,False,Simple,None,
Event Hist (pt_eventhistory),,,Reason for the status of the Event History,statuscode,statuscode,,,,Status Reason,Status,False,Simple,None,"States:_x000D_
1: Active_x000D_
2: Inactive"
Event Hist (pt_eventhistory),,,N/A,statuscodeName,statuscodename,,,,N/A,Virtual,False,Simple,None,
Event Hist (pt_eventhistory),,,For internal use only.,TimeZoneRuleVersionNumber,timezoneruleversionnumber,,,,Time Zone Rule Version Number,Whole number,False,Simple,None,"Minimum value: -1_x000D_
Maximum value: 2147483647"
Event Hist (pt_eventhistory),,,Time zone code that was in use when the record was created.,UTCConversionTimeZoneCode,utcconversiontimezonecode,,,,UTC Conversion Time Zone Code,Whole number,False,Simple,None,"Minimum value: -1_x000D_
Maximum value: 2147483647"
Event Hist (pt_eventhistory),,,Version Number,VersionNumber,versionnumber,,,,Version Number,BigInt,False,Simple,None,"Minimum value: -9223372036854775808_x000D_
Maximum value: 9223372036854775807"
Hub (pt_fieldoffice),,,Unique identifier of the user who created the record.,CreatedBy,createdby,,,,Created By,Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
Hub (pt_fieldoffice),,,N/A,CreatedByName,createdbyname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
Hub (pt_fieldoffice),,,N/A,CreatedByYomiName,createdbyyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Hub (pt_fieldoffice),,,Date and time when the record was created.,CreatedOn,createdon,,,,Created On,DateTime,False,Simple,None,Format: DateAndTime
Hub (pt_fieldoffice),,,Unique identifier of the delegate user who created the record.,CreatedOnBehalfBy,createdonbehalfby,,,,Created By (Delegate),Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
Hub (pt_fieldoffice),,,N/A,CreatedOnBehalfByName,createdonbehalfbyname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
Hub (pt_fieldoffice),,,N/A,CreatedOnBehalfByYomiName,createdonbehalfbyyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Hub (pt_fieldoffice),,,Sequence number of the import that created this record.,ImportSequenceNumber,importsequencenumber,,,,Import Sequence Number,Whole number,False,Simple,None,"Minimum value: -2147483648_x000D_
Maximum value: 2147483647"
Hub (pt_fieldoffice),,,Unique identifier of the user who modified the record.,ModifiedBy,modifiedby,,,,Modified By,Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
Hub (pt_fieldoffice),,,N/A,ModifiedByName,modifiedbyname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
Hub (pt_fieldoffice),,,N/A,ModifiedByYomiName,modifiedbyyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Hub (pt_fieldoffice),,,Date and time when the record was modified.,ModifiedOn,modifiedon,,,,Modified On,DateTime,False,Simple,None,Format: DateAndTime
Hub (pt_fieldoffice),,,Unique identifier of the delegate user who modified the record.,ModifiedOnBehalfBy,modifiedonbehalfby,,,,Modified By (Delegate),Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
Hub (pt_fieldoffice),,,N/A,ModifiedOnBehalfByName,modifiedonbehalfbyname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
Hub (pt_fieldoffice),,,N/A,ModifiedOnBehalfByYomiName,modifiedonbehalfbyyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Hub (pt_fieldoffice),,,Date and time that the record was migrated.,OverriddenCreatedOn,overriddencreatedon,,,,Record Created On,DateTime,False,Simple,None,Format: DateOnly
Hub (pt_fieldoffice),,,Owner Id,OwnerId,ownerid,,,,Owner,Owner,False,Simple,SystemRequired,"Targets:_x000D_
systemuser_x000D_
team"
Hub (pt_fieldoffice),,,Name of the owner,OwnerIdName,owneridname,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Hub (pt_fieldoffice),,,Owner Id Type,OwnerIdType,owneridtype,,,,N/A,EntityName,False,Simple,SystemRequired,
Hub (pt_fieldoffice),,,Yomi name of the owner,OwnerIdYomiName,owneridyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
Hub (pt_fieldoffice),,,Unique identifier for the business unit that owns the record,OwningBusinessUnit,owningbusinessunit,,,,Owning Business Unit,Lookup,False,Simple,None,"Targets:_x000D_
businessunit"
Hub (pt_fieldoffice),,,N/A,OwningBusinessUnitName,owningbusinessunitname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 160"
Hub (pt_fieldoffice),,,Unique identifier for the team that owns the record.,OwningTeam,owningteam,,,,Owning Team,Lookup,False,Simple,None,"Targets:_x000D_
team"
Hub (pt_fieldoffice),,,Unique identifier for the user that owns the record.,OwningUser,owninguser,,,,Owning User,Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
Hub (pt_fieldoffice),,,,pt_City,pt_city,,,,City,Text,True,Simple,None,"Format: Text_x000D_
Max length: 50"
Hub (pt_fieldoffice),,,,pt_Fax,pt_fax,,,,Fax,Text,True,Simple,None,"Format: Text_x000D_
Max length: 20"
Hub (pt_fieldoffice),,,Unique identifier for entity instances,pt_fieldofficeId,pt_fieldofficeid,,,,Field Office,Uniqueidentifier,False,Simple,SystemRequired,
Hub (pt_fieldoffice),,,,pt_FTE,pt_fte,,,,FTE,Whole number,True,Simple,None,"Minimum value: 0_x000D_
Maximum value: 2147483647"
Hub (pt_fieldoffice),,,,pt_MainFieldOffice,pt_mainfieldoffice,,,,Main Hub,Two options,True,Simple,None,"True: Yes_x000D_
False: No_x000D_
Default Value: False"
Hub (pt_fieldoffice),,,N/A,pt_mainfieldofficeName,pt_mainfieldofficename,,,,N/A,Virtual,True,Simple,None,
Hub (pt_fieldoffice),,,,pt_MediatorCount,pt_mediatorcount,,,,Mediator Count,Whole number,True,Simple,None,"Minimum value: 0_x000D_
Maximum value: 2147483647"
Hub (pt_fieldoffice),,,The name of the custom entity.,pt_name,pt_name,,,,Hub Name,Text,True,Simple,ApplicationRequired,"Format: Text_x000D_
Max length: 100"
Hub (pt_fieldoffice),,,,pt_Phone,pt_phone,,,,Phone,Text,True,Simple,None,"Format: Text_x000D_
Max length: 20"
Hub (pt_fieldoffice),,,,pt_Region,pt_region,,,,Region,Lookup,True,Simple,ApplicationRequired,"Targets:_x000D_
team"
Hub (pt_fieldoffice),,,N/A,pt_RegionName,pt_regionname,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 160"
Hub (pt_fieldoffice),,,N/A,pt_RegionYomiName,pt_regionyominame,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 160"
Hub (pt_fieldoffice),,,,pt_State,pt_state,,,,State,Lookup,True,Simple,None,"Targets:_x000D_
pt_state"
Hub (pt_fieldoffice),,,N/A,pt_StateName,pt_statename,,,,N/A,Text,True,Simple,None,"Format: Text_x000D_
Max length: 100"
Hub (pt_fieldoffice),,,,pt_StreetAddress1,pt_streetaddress1,,,,Street Address 1,Text,True,Simple,None,"Format: Text_x000D_
Max length: 50"
Hub (pt_fieldoffice),,,,pt_StreetAddress2,pt_streetaddress2,,,,Street Address 2,Text,True,Simple,None,"Format: Text_x000D_
Max length: 50"
Hub (pt_fieldoffice),,,,pt_Zip,pt_zip,,,,Zip,Text,True,Simple,None,"Format: Text_x000D_
Max length: 10"
Hub (pt_fieldoffice),,,Status of the Field Office,statecode,statecode,,,,Status,State,False,Simple,SystemRequired,"States:_x000D_
0: Active_x000D_
1: Inactive"
Hub (pt_fieldoffice),,,N/A,statecodeName,statecodename,,,,N/A,Virtual,False,Simple,None,
Hub (pt_fieldoffice),,,Reason for the status of the Field Office,statuscode,statuscode,,,,Status Reason,Status,False,Simple,None,"States:_x000D_
1: Active_x000D_
2: Inactive"
Hub (pt_fieldoffice),,,N/A,statuscodeName,statuscodename,,,,N/A,Virtual,False,Simple,None,
Hub (pt_fieldoffice),,,For internal use only.,TimeZoneRuleVersionNumber,timezoneruleversionnumber,,,,Time Zone Rule Version Number,Whole number,False,Simple,None,"Minimum value: -1_x000D_
Maximum value: 2147483647"
Hub (pt_fieldoffice),,,Time zone code that was in use when the record was created.,UTCConversionTimeZoneCode,utcconversiontimezonecode,,,,UTC Conversion Time Zone Code,Whole number,False,Simple,None,"Minimum value: -1_x000D_
Maximum value: 2147483647"
Hub (pt_fieldoffice),,,Version Number,VersionNumber,versionnumber,,,,Version Number,BigInt,False,Simple,None,"Minimum value: -9223372036854775808_x000D_
Maximum value: 9223372036854775807"
pt_fieldofficememberhistory,,,Unique identifier of the user who created the record.,CreatedBy,createdby,,,,Created By,Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
pt_fieldofficememberhistory,,,N/A,CreatedByName,createdbyname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
pt_fieldofficememberhistory,,,N/A,CreatedByYomiName,createdbyyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
pt_fieldofficememberhistory,,,Date and time when the record was created.,CreatedOn,createdon,,,,Created On,DateTime,False,Simple,None,Format: DateAndTime
pt_fieldofficememberhistory,,,Unique identifier of the delegate user who created the record.,CreatedOnBehalfBy,createdonbehalfby,,,,Created By (Delegate),Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
pt_fieldofficememberhistory,,,N/A,CreatedOnBehalfByName,createdonbehalfbyname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
pt_fieldofficememberhistory,,,N/A,CreatedOnBehalfByYomiName,createdonbehalfbyyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
pt_fieldofficememberhistory,,,Sequence number of the import that created this record.,ImportSequenceNumber,importsequencenumber,,,,Import Sequence Number,Whole number,False,Simple,None,"Minimum value: -2147483648_x000D_
Maximum value: 2147483647"
pt_fieldofficememberhistory,,,Unique identifier of the user who modified the record.,ModifiedBy,modifiedby,,,,Modified By,Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
pt_fieldofficememberhistory,,,N/A,ModifiedByName,modifiedbyname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
pt_fieldofficememberhistory,,,N/A,ModifiedByYomiName,modifiedbyyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
pt_fieldofficememberhistory,,,Date and time when the record was modified.,ModifiedOn,modifiedon,,,,Modified On,DateTime,False,Simple,None,Format: DateAndTime
pt_fieldofficememberhistory,,,Unique identifier of the delegate user who modified the record.,ModifiedOnBehalfBy,modifiedonbehalfby,,,,Modified By (Delegate),Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
pt_fieldofficememberhistory,,,N/A,ModifiedOnBehalfByName,modifiedonbehalfbyname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 100"
pt_fieldofficememberhistory,,,N/A,ModifiedOnBehalfByYomiName,modifiedonbehalfbyyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
pt_fieldofficememberhistory,,,Date and time that the record was migrated.,OverriddenCreatedOn,overriddencreatedon,,,,Record Created On,DateTime,False,Simple,None,Format: DateOnly
pt_fieldofficememberhistory,,,Owner Id,OwnerId,ownerid,,,,Owner,Owner,False,Simple,SystemRequired,"Targets:_x000D_
systemuser_x000D_
team"
pt_fieldofficememberhistory,,,Name of the owner,OwnerIdName,owneridname,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
pt_fieldofficememberhistory,,,Owner Id Type,OwnerIdType,owneridtype,,,,N/A,EntityName,False,Simple,SystemRequired,
pt_fieldofficememberhistory,,,Yomi name of the owner,OwnerIdYomiName,owneridyominame,,,,N/A,Text,False,Simple,SystemRequired,"Format: Text_x000D_
Max length: 100"
pt_fieldofficememberhistory,,,Unique identifier for the business unit that owns the record,OwningBusinessUnit,owningbusinessunit,,,,Owning Business Unit,Lookup,False,Simple,None,"Targets:_x000D_
businessunit"
pt_fieldofficememberhistory,,,N/A,OwningBusinessUnitName,owningbusinessunitname,,,,N/A,Text,False,Simple,None,"Format: Text_x000D_
Max length: 160"
pt_fieldofficememberhistory,,,Unique identifier for the team that owns the record.,OwningTeam,owningteam,,,,Owning Team,Lookup,False,Simple,None,"Targets:_x000D_
team"
pt_fieldofficememberhistory,,,Unique identifier for the user that owns the record.,OwningUser,owninguser,,,,Owning User,Lookup,False,Simple,None,"Targets:_x000D_
systemuser"
pt_fieldofficememberhistory,,,,pt_EndDate,pt_enddate,,,,End Date,DateTime,True,Simple,None,Format: DateOnly
pt_fieldofficememberhistory,,,,pt_FieldOffice,pt_fieldoffice,,,,Hub,Lookup,True,Simple,ApplicationRequired,"Targets:_x000D_
pt_fieldoffice"
